id,step,similarity,similitud,x,y,node_size,target_id,target_x,target_y,target_node_size,type-sp,coloretiqueta,textoetiqueta,type-eng,name-sp,name-eng,adivinacion,color,coincidencia,cosine_sim
34,0,to define,a definir,365.85,597.06,5,0,400,400,4000,Fuego,#EA1501,Dijnn Corona,Fire,Corona,Corona,Fire,#CACACA,TRUE,0
35,0,to define,a definir,355.5,594.99,5,0,400,400,4000,Fuego,#EA1501,Dijnn Brasa,Fire,Brasa,Scorch,Fire,#CACACA,TRUE,0
36,0,to define,a definir,345.27,592.37,5,0,400,400,4000,Fuego,#EA1501,Dijnn Ascua,Fire,Ascua,Ember,Fire,#CACACA,TRUE,0
37,0,to define,a definir,335.19,589.21,5,0,400,400,4000,Fuego,#EA1501,Dijnn Flash,Fire,Flash,Flash,Fire,#CACACA,TRUE,0
38,0,to define,a definir,325.3,585.52,5,0,400,400,4000,Fuego,#EA1501,Dijnn Luz,Fire,Luz,Torch,Fire,#CACACA,TRUE,0
39,0,to define,a definir,315.61,581.32,5,0,400,400,4000,Fuego,#EA1501,Dijnn Cañon,Fire,Cañon,Cannon,Fire,#CACACA,TRUE,0
40,0,to define,a definir,306.16,576.62,5,0,400,400,4000,Fuego,#EA1501,Dijnn Chispa,Fire,Chispa,Spark,Fire,#CACACA,TRUE,0
41,0,to define,a definir,296.97,571.42,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fuego,Fire,Fuego,Kindle,Fire,#CACACA,TRUE,0
42,0,to define,a definir,288.06,565.74,5,0,400,400,4000,Fuego,#EA1501,Dijnn Carbón,Fire,Carbón,Char,Fire,#CACACA,TRUE,0
43,0,to define,a definir,279.47,559.6,5,0,400,400,4000,Fuego,#EA1501,Dijnn Hulla,Fire,Hulla,Coal,Fire,#CACACA,TRUE,0
44,0,to define,a definir,271.22,553.02,5,0,400,400,4000,Fuego,#EA1501,Dijnn Reflujo,Fire,Reflujo,Reflux,Water,#CACACA,FALSE,0
45,0,to define,a definir,263.32,546.01,5,0,400,400,4000,Fuego,#EA1501,Dijnn Núcleo,Fire,Núcleo,Core,Fire,#CACACA,TRUE,0
46,0,to define,a definir,255.81,538.59,5,0,400,400,4000,Fuego,#EA1501,Dijnn Yesca,Fire,Yesca,Tinder,Fire,#CACACA,TRUE,0
47,0,to define,a definir,248.69,530.79,5,0,400,400,4000,Fuego,#EA1501,Dijnn Brillo,Fire,Brillo,Shine,Fire,#CACACA,TRUE,0
48,0,to define,a definir,242.0,522.62,5,0,400,400,4000,Fuego,#EA1501,Dijnn Furia,Fire,Furia,Fury,Fire,#CACACA,TRUE,0
49,0,to define,a definir,235.75,514.11,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fuga,Fire,Fuga,Fugue,Wind,#CACACA,FALSE,0
50,0,to define,a definir,229.96,505.29,5,0,400,400,4000,Fuego,#EA1501,Dijnn Tizón,Fire,Tizón,Cinder,Fire,#CACACA,TRUE,0
51,0,to define,a definir,224.64,496.17,5,0,400,400,4000,Fuego,#EA1501,Dijnn Magma,Fire,Magma,Lava,Fire,#CACACA,TRUE,0
52,0,to define,a definir,219.81,486.78,5,0,400,400,4000,Fuego,#EA1501,Dijnn Lacre,Fire,Lacre,Brand,Fire,#CACACA,TRUE,0
53,0,to define,a definir,215.48,477.15,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fulgor,Fire,Fulgor,Glare,Fire,#CACACA,TRUE,0
54,0,to define,a definir,211.66,467.3,5,0,400,400,4000,Fuego,#EA1501,Dijnn Ira,Fire,Ira,Wrath,Fire,#CACACA,TRUE,0
55,0,to define,a definir,208.37,457.27,5,0,400,400,4000,Fuego,#EA1501,Dijnn Chili,Fire,Chili,Chili,Fire,#CACACA,TRUE,0
56,0,to define,a definir,205.62,447.07,5,0,400,400,4000,Fuego,#EA1501,Dijnn Lumbre,Fire,Lumbre,Glow,Fire,#CACACA,TRUE,0
57,0,to define,a definir,203.41,436.75,5,0,400,400,4000,Fuego,#EA1501,Dijnn Potens,Fire,Potens,Stoke,Fire,#CACACA,TRUE,0
58,0,to define,a definir,201.74,426.32,5,0,400,400,4000,Fuego,#EA1501,Dijnn Crépito,Fire,Crépito,Sizzle,Fire,#CACACA,TRUE,0
59,0,to define,a definir,200.63,415.82,5,0,400,400,4000,Fuego,#EA1501,Dijnn Pebre,Fire,Pebre,Pepper,Fire,#CACACA,TRUE,0
60,0,to define,a definir,200.07,405.28,5,0,400,400,4000,Fuego,#EA1501,Dijnn Bengala,Fire,Bengala,Flare,Fire,#CACACA,TRUE,0
61,0,to define,a definir,200.07,394.72,5,0,400,400,4000,Fuego,#EA1501,Dijnn Helio,Fire,Helio,Aurora,Wind,#CACACA,FALSE,0
62,0,to define,a definir,200.63,384.18,5,0,400,400,4000,Viento,#B100EB,Dijnn Ráfaga,Wind,Ráfaga,Gust,Wind,#CACACA,TRUE,0
63,0,to define,a definir,201.74,373.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Brisa,Wind,Brisa,Breeze,Wind,#CACACA,TRUE,0
64,0,to define,a definir,203.41,363.25,5,0,400,400,4000,Viento,#B100EB,Dijnn Céfiro,Wind,Céfiro,Zephyr,Wind,#CACACA,TRUE,0
65,0,to define,a definir,205.62,352.93,5,0,400,400,4000,Viento,#B100EB,Dijnn Humo,Wind,Humo,Smog,Wind,#CACACA,TRUE,0
66,0,to define,a definir,208.37,342.73,5,0,400,400,4000,Viento,#B100EB,Dijnn Cometa,Wind,Cometa,Kite,Wind,#CACACA,TRUE,0
67,0,to define,a definir,211.66,332.7,5,0,400,400,4000,Viento,#B100EB,Dijnn Nube,Wind,Nube,Squall,Wind,#CACACA,TRUE,0
68,0,to define,a definir,215.48,322.85,5,0,400,400,4000,Viento,#B100EB,Dijnn Orza,Wind,Orza,Luff,Wind,#CACACA,TRUE,0
69,0,to define,a definir,219.81,313.22,5,0,400,400,4000,Viento,#B100EB,Dijnn Aliento,Wind,Aliento,Breathe,Wind,#CACACA,TRUE,0
70,0,to define,a definir,224.64,303.83,5,0,400,400,4000,Viento,#B100EB,Dijnn Blitz,Wind,Blitz,Blitz,Wind,#CACACA,TRUE,0
71,0,to define,a definir,229.96,294.71,5,0,400,400,4000,Viento,#B100EB,Dijnn Éter,Wind,Éter,Ether,Wind,#CACACA,TRUE,0
72,0,to define,a definir,235.75,285.89,5,0,400,400,4000,Viento,#B100EB,Dijnn Soplo,Wind,Soplo,Waft,Wind,#CACACA,TRUE,0
73,0,to define,a definir,242.0,277.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Calima,Wind,Calima,Haze,Wind,#CACACA,TRUE,0
74,0,to define,a definir,248.69,269.21,5,0,400,400,4000,Viento,#B100EB,Dijnn Acezo,Wind,Acezo,Wheeze,Wind,#CACACA,TRUE,0
75,0,to define,a definir,255.81,261.41,5,0,400,400,4000,Viento,#B100EB,Dijnn Aroma,Wind,Aroma,Aroma,Wind,#CACACA,TRUE,0
76,0,to define,a definir,263.32,253.99,5,0,400,400,4000,Viento,#B100EB,Dijnn Espiral,Wind,Espiral,Whorl,Wind,#CACACA,TRUE,0
77,0,to define,a definir,271.22,246.98,5,0,400,400,4000,Viento,#B100EB,Dijnn Grito,Wind,Grito,Gasp,Wind,#CACACA,TRUE,0
78,0,to define,a definir,279.47,240.4,5,0,400,400,4000,Viento,#B100EB,Dijnn Calma,Wind,Calma,Lull,Wind,#CACACA,TRUE,0
79,0,to define,a definir,288.06,234.26,5,0,400,400,4000,Viento,#B100EB,Dijnn Monzón,Wind,Monzón,Gale,Wind,#CACACA,TRUE,0
80,0,to define,a definir,296.97,228.58,5,0,400,400,4000,Viento,#B100EB,Dijnn Voltio,Wind,Voltio,Jolt,Fire,#CACACA,FALSE,0
81,0,to define,a definir,306.16,223.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Vórtex,Wind,Vórtex,Vortex,Wind,#CACACA,TRUE,0
82,0,to define,a definir,315.61,218.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Hélice,Wind,Hélice,Doldrum,Wind,#CACACA,TRUE,0
83,0,to define,a definir,325.3,214.48,5,0,400,400,4000,Viento,#B100EB,Dijnn Presto,Wind,Presto,Fleet,Wind,#CACACA,TRUE,0
84,0,to define,a definir,335.19,210.79,5,0,400,400,4000,Viento,#B100EB,Dijnn Centella,Wind,Centella,Bolt,Fire,#CACACA,FALSE,0
85,0,to define,a definir,345.27,207.63,5,0,400,400,4000,Viento,#B100EB,Dijnn Alisio,Wind,Alisio,Sirocco,Wind,#CACACA,TRUE,0
86,0,to define,a definir,355.5,205.01,5,0,400,400,4000,Viento,#B100EB,Dijnn Esencia,Wind,Esencia,Wisp,Wind,#CACACA,TRUE,0
87,0,to define,a definir,365.85,202.94,5,0,400,400,4000,Viento,#B100EB,Dijnn Hálito,Wind,Hálito,Puff,Wind,#CACACA,TRUE,0
88,0,to define,a definir,376.3,201.41,5,0,400,400,4000,Viento,#B100EB,Dijnn Célerus,Wind,Célerus,Swift,Wind,#CACACA,TRUE,0
89,0,to define,a definir,386.81,200.44,5,0,400,400,4000,Viento,#B100EB,Dijnn Simún,Wind,Simún,Simoom,Wind,#CACACA,TRUE,0
90,0,to define,a definir,397.36,200.02,5,0,400,400,4000,Agua,#00E3EA,Dijnn Burbuja,Water,Burbuja,Fizz,Water,#CACACA,TRUE,0
91,0,to define,a definir,407.92,200.16,5,0,400,400,4000,Agua,#00E3EA,Dijnn Nieve,Water,Nieve,Sleet,Water,#CACACA,TRUE,0
92,0,to define,a definir,418.45,200.85,5,0,400,400,4000,Agua,#00E3EA,Dijnn Niebla,Water,Niebla,Mist,Water,#CACACA,TRUE,0
93,0,to define,a definir,428.94,202.1,5,0,400,400,4000,Agua,#00E3EA,Dijnn Presión,Water,Presión,Spritz,Water,#CACACA,TRUE,0
94,0,to define,a definir,439.34,203.91,5,0,400,400,4000,Agua,#00E3EA,Dijnn Granizo,Water,Granizo,Hail,Water,#CACACA,TRUE,0
95,0,to define,a definir,449.64,206.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tónico,Water,Tónico,Tonic,Water,#CACACA,TRUE,0
96,0,to define,a definir,459.79,209.15,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rocío,Water,Rocío,Dew,Water,#CACACA,TRUE,0
97,0,to define,a definir,469.78,212.57,5,0,400,400,4000,Agua,#00E3EA,Dijnn Neblina,Water,Neblina,Fog,Water,#CACACA,TRUE,0
98,0,to define,a definir,479.57,216.51,5,0,400,400,4000,Agua,#00E3EA,Dijnn Acre,Water,Acre,Sour,Water,#CACACA,TRUE,0
99,0,to define,a definir,489.15,220.97,5,0,400,400,4000,Agua,#00E3EA,Dijnn Fuente,Water,Fuente,Spring,Water,#CACACA,TRUE,0
100,0,to define,a definir,498.47,225.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cortina,Water,Cortina,Shade,Ground,#CACACA,FALSE,0
101,0,to define,a definir,507.52,231.36,5,0,400,400,4000,Agua,#00E3EA,Dijnn Frío,Water,Frío,Chill,Water,#CACACA,TRUE,0
102,0,to define,a definir,516.27,237.27,5,0,400,400,4000,Agua,#00E3EA,Dijnn Vapor,Water,Vapor,Steam,Water,#CACACA,TRUE,0
103,0,to define,a definir,524.7,243.63,5,0,400,400,4000,Agua,#00E3EA,Dijnn Carama,Water,Carama,Rime,Water,#CACACA,TRUE,0
104,0,to define,a definir,532.78,250.43,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gel,Water,Gel,Gel,Water,#CACACA,TRUE,0
105,0,to define,a definir,540.48,257.65,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rizo,Water,Rizo,Eddy,Water,#CACACA,TRUE,0
106,0,to define,a definir,547.8,265.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gota,Water,Gota,Balm,Water,#CACACA,TRUE,0
107,0,to define,a definir,554.71,273.25,5,0,400,400,4000,Agua,#00E3EA,Dijnn Serac,Water,Serac,Serac,Water,#CACACA,TRUE,0
108,0,to define,a definir,561.18,281.59,5,0,400,400,4000,Agua,#00E3EA,Dijnn Laguna,Water,Laguna,Surge,Water,#CACACA,TRUE,0
109,0,to define,a definir,567.2,290.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Selacio,Water,Selacio,Mellow,Water,#CACACA,TRUE,0
110,0,to define,a definir,572.76,299.24,5,0,400,400,4000,Agua,#00E3EA,Dijnn Garfo,Water,Garfo,Claw,Ground,#CACACA,FALSE,0
111,0,to define,a definir,577.84,308.5,5,0,400,400,4000,Agua,#00E3EA,Dijnn Relente,Water,Relente,Dewdrop,Water,#CACACA,TRUE,0
112,0,to define,a definir,582.42,318.01,5,0,400,400,4000,Agua,#00E3EA,Dijnn Kararakt,Water,Kararakt,Torrent,Water,#CACACA,TRUE,0
113,0,to define,a definir,586.49,327.75,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tormenta,Water,Tormenta,Spout,Water,#CACACA,TRUE,0
114,0,to define,a definir,590.05,337.69,5,0,400,400,4000,Agua,#00E3EA,Dijnn Coral,Water,Coral,Coral,Water,#CACACA,TRUE,0
115,0,to define,a definir,593.07,347.81,5,0,400,400,4000,Agua,#00E3EA,Dijnn Lágrima,Water,Lágrima,Teardrop,Water,#CACACA,TRUE,0
116,0,to define,a definir,595.56,358.07,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tenaza,Water,Tenaza,Pincer,Water,#CACACA,TRUE,0
117,0,to define,a definir,597.5,368.45,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cresta,Water,Cresta,Shell,Water,#CACACA,TRUE,0
118,0,to define,a definir,598.89,378.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Viscus,Water,Viscus,Foam,Water,#CACACA,TRUE,0
119,0,to define,a definir,599.72,389.44,5,0,400,400,4000,Agua,#00E3EA,Dijnn Géiser,Water,Géiser,Geyser,Water,#CACACA,TRUE,0
86,1,Ground,Tierra,355.5,205.01,5,0,400,400,4000,Viento,#B100EB,Dijnn Esencia,Wind,Esencia,Wisp,Wind,#CACACA,TRUE,0.6071563959121704
36,1,Ground,Tierra,345.27,592.37,5,0,400,400,4000,Fuego,#EA1501,Dijnn Ascua,Fire,Ascua,Ember,Fire,#CACACA,TRUE,0.6059982776641846
92,1,Ground,Tierra,418.45,200.85,5,0,400,400,4000,Agua,#00E3EA,Dijnn Niebla,Water,Niebla,Mist,Water,#CACACA,TRUE,0.5936482548713684
52,1,Ground,Tierra,219.81,486.78,5,0,400,400,4000,Fuego,#EA1501,Dijnn Lacre,Fire,Lacre,Brand,Fire,#CACACA,TRUE,0.5605719089508057
53,1,Ground,Tierra,215.48,477.15,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fulgor,Fire,Fulgor,Glare,Fire,#CACACA,TRUE,0.5496556758880615
80,1,Ground,Tierra,296.97,228.58,5,0,400,400,4000,Viento,#B100EB,Dijnn Voltio,Wind,Voltio,Jolt,Fire,#CACACA,FALSE,0.5451257228851318
41,1,Ground,Tierra,296.97,571.42,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fuego,Fire,Fuego,Kindle,Fire,#CACACA,TRUE,0.5224295854568481
99,1,Ground,Tierra,489.15,220.97,5,0,400,400,4000,Agua,#00E3EA,Dijnn Fuente,Water,Fuente,Spring,Water,#CACACA,TRUE,0.5188290476799011
50,1,Ground,Tierra,229.96,505.29,5,0,400,400,4000,Fuego,#EA1501,Dijnn Tizón,Fire,Tizón,Cinder,Fire,#CACACA,TRUE,0.49999409914016724
45,1,Ground,Tierra,263.32,546.01,5,0,400,400,4000,Fuego,#EA1501,Dijnn Núcleo,Fire,Núcleo,Core,Fire,#CACACA,TRUE,0.49428820610046387
108,1,Ground,Tierra,561.18,281.59,5,0,400,400,4000,Agua,#00E3EA,Dijnn Laguna,Water,Laguna,Surge,Water,#CACACA,TRUE,0.4769173562526703
77,1,Ground,Tierra,271.22,246.98,5,0,400,400,4000,Viento,#B100EB,Dijnn Grito,Wind,Grito,Gasp,Wind,#CACACA,TRUE,0.47405755519866943
32,1,Ground,Tierra,386.81,599.56,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fragua,Fire,Fragua,Forge,Fire,#CACACA,TRUE,0.4621030390262604
104,1,Ground,Tierra,532.78,250.43,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gel,Water,Gel,Gel,Water,#CACACA,TRUE,0.457094669342041
73,1,Ground,Tierra,242.0,277.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Calima,Wind,Calima,Haze,Wind,#CACACA,TRUE,0.4548875689506531
54,1,Ground,Tierra,211.66,467.3,5,0,400,400,4000,Fuego,#EA1501,Dijnn Ira,Fire,Ira,Wrath,Fire,#CACACA,TRUE,0.453374445438385
96,1,Ground,Tierra,459.79,209.15,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rocío,Water,Rocío,Dew,Water,#CACACA,TRUE,0.44913434982299805
51,1,Ground,Tierra,224.64,496.17,5,0,400,400,4000,Fuego,#EA1501,Dijnn Magma,Fire,Magma,Lava,Fire,#CACACA,TRUE,0.44886595010757446
42,1,Ground,Tierra,288.06,565.74,5,0,400,400,4000,Fuego,#EA1501,Dijnn Carbón,Fire,Carbón,Char,Fire,#CACACA,TRUE,0.445792555809021
78,1,Ground,Tierra,279.47,240.4,5,0,400,400,4000,Viento,#B100EB,Dijnn Calma,Wind,Calma,Lull,Wind,#CACACA,TRUE,0.44503647089004517
72,1,Ground,Tierra,235.75,285.89,5,0,400,400,4000,Viento,#B100EB,Dijnn Soplo,Wind,Soplo,Waft,Wind,#CACACA,TRUE,0.43894243240356445
65,1,Ground,Tierra,205.62,352.93,5,0,400,400,4000,Viento,#B100EB,Dijnn Humo,Wind,Humo,Smog,Wind,#CACACA,TRUE,0.4341592788696289
82,1,Ground,Tierra,315.61,218.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Hélice,Wind,Hélice,Doldrum,Wind,#CACACA,TRUE,0.43327492475509644
109,1,Ground,Tierra,567.2,290.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Selacio,Water,Selacio,Mellow,Water,#CACACA,TRUE,0.43297049403190613
35,1,Ground,Tierra,355.5,594.99,5,0,400,400,4000,Fuego,#EA1501,Dijnn Brasa,Fire,Brasa,Scorch,Fire,#CACACA,TRUE,0.4317440688610077
90,1,Ground,Tierra,397.36,200.02,5,0,400,400,4000,Agua,#00E3EA,Dijnn Burbuja,Water,Burbuja,Fizz,Water,#CACACA,TRUE,0.42604774236679077
102,1,Ground,Tierra,516.27,237.27,5,0,400,400,4000,Agua,#00E3EA,Dijnn Vapor,Water,Vapor,Steam,Water,#CACACA,TRUE,0.42244261503219604
37,1,Ground,Tierra,335.19,589.21,5,0,400,400,4000,Fuego,#EA1501,Dijnn Flash,Fire,Flash,Flash,Fire,#CACACA,TRUE,0.42243656516075134
62,1,Ground,Tierra,200.63,384.18,5,0,400,400,4000,Viento,#B100EB,Dijnn Ráfaga,Wind,Ráfaga,Gust,Wind,#CACACA,TRUE,0.42048579454421997
60,1,Ground,Tierra,200.07,405.28,5,0,400,400,4000,Fuego,#EA1501,Dijnn Bengala,Fire,Bengala,Flare,Fire,#CACACA,TRUE,0.41874778270721436
97,1,Ground,Tierra,469.78,212.57,5,0,400,400,4000,Agua,#00E3EA,Dijnn Neblina,Water,Neblina,Fog,Water,#CACACA,TRUE,0.41387468576431274
67,1,Ground,Tierra,211.66,332.7,5,0,400,400,4000,Viento,#B100EB,Dijnn Nube,Wind,Nube,Squall,Wind,#CACACA,TRUE,0.41046130657196045
114,1,Ground,Tierra,590.05,337.69,5,0,400,400,4000,Agua,#00E3EA,Dijnn Coral,Water,Coral,Coral,Water,#CACACA,TRUE,0.41021251678466797
100,1,Ground,Tierra,498.47,225.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cortina,Water,Cortina,Shade,Ground,#CACACA,FALSE,0.4091246426105499
46,1,Ground,Tierra,255.81,538.59,5,0,400,400,4000,Fuego,#EA1501,Dijnn Yesca,Fire,Yesca,Tinder,Fire,#CACACA,TRUE,0.40709388256073
71,1,Ground,Tierra,229.96,294.71,5,0,400,400,4000,Viento,#B100EB,Dijnn Éter,Wind,Éter,Ether,Wind,#CACACA,TRUE,0.4010179936885834
75,1,Ground,Tierra,255.81,261.41,5,0,400,400,4000,Viento,#B100EB,Dijnn Aroma,Wind,Aroma,Aroma,Wind,#CACACA,TRUE,0.39962032437324524
66,1,Ground,Tierra,208.37,342.73,5,0,400,400,4000,Viento,#B100EB,Dijnn Cometa,Wind,Cometa,Kite,Wind,#CACACA,TRUE,0.3995066285133362
43,1,Ground,Tierra,279.47,559.6,5,0,400,400,4000,Fuego,#EA1501,Dijnn Hulla,Fire,Hulla,Coal,Fire,#CACACA,TRUE,0.3990796208381653
49,1,Ground,Tierra,235.75,514.11,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fuga,Fire,Fuga,Fugue,Wind,#CACACA,FALSE,0.39723920822143555
79,1,Ground,Tierra,288.06,234.26,5,0,400,400,4000,Viento,#B100EB,Dijnn Monzón,Wind,Monzón,Gale,Wind,#CACACA,TRUE,0.3957424461841583
117,1,Ground,Tierra,597.5,368.45,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cresta,Water,Cresta,Shell,Water,#CACACA,TRUE,0.39488011598587036
81,1,Ground,Tierra,306.16,223.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Vórtex,Wind,Vórtex,Vortex,Wind,#CACACA,TRUE,0.39324867725372314
56,1,Ground,Tierra,205.62,447.07,5,0,400,400,4000,Fuego,#EA1501,Dijnn Lumbre,Fire,Lumbre,Glow,Fire,#CACACA,TRUE,0.3929326832294464
38,1,Ground,Tierra,325.3,585.52,5,0,400,400,4000,Fuego,#EA1501,Dijnn Luz,Fire,Luz,Torch,Fire,#CACACA,TRUE,0.39197155833244324
84,1,Ground,Tierra,335.19,210.79,5,0,400,400,4000,Viento,#B100EB,Dijnn Centella,Wind,Centella,Bolt,Fire,#CACACA,FALSE,0.38737133145332336
